iso2,year,gender,age_group,cases
TZ,1999,f,65+,232.0
TZ,2000,m,0-14,200.0
TZ,2000,m,15-24,2357.0
TZ,2000,m,25-34,4836.0
TZ,2000,m,35-44,3430.0
TZ,2000,m,45-54,2022.0
TZ,2000,m,55-64,1202.0
TZ,2000,m,65+,834.0
TZ,2000,f,0-14,257.0
TZ,2000,f,15-24,2106.0
TZ,2000,f,25-34,3426.0
TZ,2000,f,35-44,1738.0
TZ,2000,f,45-54,868.0
TZ,2000,f,55-64,494.0
TZ,2000,f,65+,269.0
TZ,2001,m,0-14,212.0
TZ,2001,m,15-24,2302.0
TZ,2001,m,25-34,4912.0
TZ,2001,m,35-44,3545.0
TZ,2001,m,45-54,2031.0
TZ,2001,m,55-64,1136.0
TZ,2001,m,65+,930.0
TZ,2001,f,0-14,312.0
TZ,2001,f,15-24,2117.0
TZ,2001,f,25-34,3609.0
TZ,2001,f,35-44,1847.0
TZ,2001,f,45-54,891.0
TZ,2001,f,55-64,522.0
TZ,2001,f,65+,319.0
TZ,2002,m,0-14,187.0
TZ,2002,m,15-24,2309.0
TZ,2002,m,25-34,4814.0
TZ,2002,m,35-44,3525.0
TZ,2002,m,45-54,2075.0
TZ,2002,m,55-64,1211.0
TZ,2002,m,65+,944.0
TZ,2002,f,0-14,241.0
TZ,2002,f,15-24,1927.0
TZ,2002,f,25-34,3511.0
TZ,2002,f,35-44,1706.0
TZ,2002,f,45-54,907.0
TZ,2002,f,55-64,475.0
TZ,2002,f,65+,304.0
TZ,2003,m,0-14,181.0
TZ,2003,m,15-24,2172.0
TZ,2003,m,25-34,4964.0
TZ,2003,m,35-44,3728.0
TZ,2003,m,45-54,2166.0
TZ,2003,m,55-64,1237.0
TZ,2003,m,65+,1025.0
TZ,2003,f,0-14,244.0
TZ,2003,f,15-24,2063.0
TZ,2003,f,25-34,3504.0
TZ,2003,f,35-44,1833.0
TZ,2003,f,45-54,929.0
TZ,2003,f,55-64,509.0
TZ,2003,f,65+,344.0
TZ,2004,m,0-14,208.0
TZ,2004,m,15-24,2216.0
TZ,2004,m,25-34,5203.0
TZ,2004,m,35-44,3884.0
TZ,2004,m,45-54,2254.0
TZ,2004,m,55-64,1272.0
TZ,2004,m,65+,1129.0
TZ,2004,f,0-14,280.0
TZ,2004,f,15-24,1996.0
TZ,2004,f,25-34,3537.0
TZ,2004,f,35-44,1960.0
TZ,2004,f,45-54,1011.0
TZ,2004,f,55-64,544.0
TZ,2004,f,65+,329.0
TZ,2005,m,0-14,190.0
TZ,2005,m,15-24,2062.0
TZ,2005,m,25-34,4939.0
TZ,2005,m,35-44,4025.0
TZ,2005,m,45-54,2310.0
TZ,2005,m,55-64,1279.0
TZ,2005,m,65+,1054.0
TZ,2005,f,0-14,271.0
TZ,2005,f,15-24,1852.0
TZ,2005,f,25-34,3521.0
TZ,2005,f,35-44,1892.0
TZ,2005,f,45-54,968.0
TZ,2005,f,55-64,547.0
TZ,2005,f,65+,354.0
TZ,2006,m,0-14,204.0
TZ,2006,m,15-24,2060.0
TZ,2006,m,25-34,4926.0
TZ,2006,m,35-44,3832.0
TZ,2006,m,45-54,2154.0
TZ,2006,m,55-64,1348.0
TZ,2006,m,65+,1029.0
TZ,2006,f,0-14,293.0
TZ,2006,f,15-24,1745.0
TZ,2006,f,25-34,3326.0
TZ,2006,f,35-44,1970.0
TZ,2006,f,45-54,995.0
TZ,2006,f,55-64,507.0
TZ,2006,f,65+,335.0
TZ,2007,m,0-14,189.0
TZ,2007,m,15-24,2021.0
TZ,2007,m,25-34,4665.0
TZ,2007,m,35-44,3855.0
TZ,2007,m,45-54,2231.0
TZ,2007,m,55-64,1317.0
TZ,2007,m,65+,1066.0
TZ,2007,f,0-14,238.0
TZ,2007,f,15-24,1735.0
TZ,2007,f,25-34,3388.0
TZ,2007,f,35-44,1945.0
TZ,2007,f,45-54,947.0
TZ,2007,f,55-64,535.0
TZ,2007,f,65+,388.0
TZ,2008,m,0-14,191.0
TZ,2008,m,15-24,1963.0
TZ,2008,m,25-34,4595.0
TZ,2008,m,35-44,3874.0
TZ,2008,m,45-54,2349.0
TZ,2008,m,55-64,1230.0
TZ,2008,m,65+,1077.0
TZ,2008,f,0-14,233.0
TZ,2008,f,15-24,1663.0
TZ,2008,f,25-34,3152.0
TZ,2008,f,35-44,1901.0
TZ,2008,f,45-54,964.0
TZ,2008,f,55-64,564.0
TZ,2008,f,65+,415.0
UA,1995,m,0-14,10.0
UA,1995,m,15-24,385.0
UA,1995,m,25-34,1076.0
UA,1995,m,35-44,2064.0
UA,1995,m,45-54,1515.0
UA,1995,m,55-64,1087.0
UA,1995,m,65+,437.0
UA,1995,f,0-14,21.0
UA,1995,f,15-24,314.0
UA,1995,f,25-34,380.0
UA,1995,f,35-44,327.0
UA,1995,f,45-54,182.0
UA,1995,f,55-64,185.0
UA,1995,f,65+,280.0
UA,1996,m,0-14,9.0
UA,1996,m,15-24,569.0
UA,1996,m,25-34,1199.0
UA,1996,m,35-44,2318.0
UA,1996,m,45-54,1704.0
UA,1996,m,55-64,1264.0
UA,1996,m,65+,544.0
UA,1996,f,0-14,13.0
UA,1996,f,15-24,379.0
UA,1996,f,25-34,410.0
UA,1996,f,35-44,397.0
UA,1996,f,45-54,196.0
UA,1996,f,55-64,192.0
UA,1996,f,65+,370.0
UA,1997,m,0-14,12.0
UA,1997,m,15-24,623.0
UA,1997,m,25-34,1310.0
UA,1997,m,35-44,2107.0
UA,1997,m,45-54,1718.0
UA,1997,m,55-64,1141.0
UA,1997,m,65+,555.0
UA,1997,f,0-14,22.0
UA,1997,f,15-24,383.0
UA,1997,f,25-34,474.0
UA,1997,f,35-44,359.0
UA,1997,f,45-54,256.0
UA,1997,f,55-64,126.0
UA,1997,f,65+,377.0
UA,1998,m,0-14,24.0
UA,1998,m,15-24,687.0
UA,1998,m,25-34,1500.0
UA,1998,m,35-44,2460.0
UA,1998,m,45-54,1873.0
UA,1998,m,55-64,1140.0
UA,1998,m,65+,576.0
UA,1998,f,0-14,36.0
UA,1998,f,15-24,468.0
UA,1998,f,25-34,556.0
UA,1998,f,35-44,431.0
UA,1998,f,45-54,248.0
UA,1998,f,55-64,194.0
UA,1998,f,65+,393.0
UA,1999,m,0-14,11.0
UA,1999,m,15-24,661.0
UA,1999,m,25-34,1463.0
UA,1999,m,35-44,2351.0
UA,1999,m,45-54,1825.0
UA,1999,m,55-64,1067.0
UA,1999,m,65+,557.0
UA,1999,f,0-14,25.0
UA,1999,f,15-24,485.0
UA,1999,f,25-34,577.0
UA,1999,f,35-44,478.0
UA,1999,f,45-54,297.0
UA,1999,f,55-64,222.0
UA,1999,f,65+,393.0
UA,2000,m,0-14,21.0
UA,2000,m,15-24,693.0
UA,2000,m,25-34,1552.0
UA,2000,m,35-44,2385.0
UA,2000,m,45-54,2007.0
UA,2000,m,55-64,1062.0
UA,2000,m,65+,532.0
UA,2000,f,0-14,41.0
UA,2000,f,15-24,487.0
UA,2000,f,25-34,590.0
UA,2000,f,35-44,447.0
UA,2000,f,45-54,298.0
UA,2000,f,55-64,218.0
UA,2000,f,65+,405.0
UA,2001,m,0-14,9.0
UA,2001,m,15-24,757.0
UA,2001,m,25-34,1721.0
UA,2001,m,35-44,2720.0
UA,2001,m,45-54,2393.0
UA,2001,m,55-64,1050.0
UA,2001,m,65+,559.0
UA,2001,f,0-14,18.0
UA,2001,f,15-24,544.0
UA,2001,f,25-34,649.0
UA,2001,f,35-44,525.0
UA,2001,f,45-54,354.0
UA,2001,f,55-64,235.0
UA,2001,f,65+,418.0
UA,2003,m,0-14,10.0
UA,2003,m,15-24,850.0
UA,2003,m,25-34,2033.0
UA,2003,m,35-44,2808.0
UA,2003,m,45-54,2634.0
UA,2003,m,55-64,983.0
UA,2003,m,65+,617.0
UA,2003,f,0-14,29.0
UA,2003,f,15-24,514.0
UA,2003,f,25-34,745.0
UA,2003,f,35-44,557.0
UA,2003,f,45-54,363.0
UA,2003,f,55-64,221.0
UA,2003,f,65+,421.0
UA,2006,m,0-14,8.0
UA,2006,m,15-24,926.0
UA,2006,m,25-34,2522.0
UA,2006,m,35-44,2979.0
UA,2006,m,45-54,2714.0
UA,2006,m,55-64,1087.0
UA,2006,m,65+,568.0
UA,2006,m,unknown,0.0
UA,2006,f,0-14,16.0
UA,2006,f,15-24,600.0
UA,2006,f,25-34,909.0
UA,2006,f,35-44,704.0
UA,2006,f,45-54,446.0
UA,2006,f,55-64,246.0
UA,2006,f,65+,481.0
UA,2006,f,unknown,0.0
UA,2007,m,0-4,5.0
UA,2007,m,5-14,9.0
UA,2007,m,0-14,14.0
UA,2007,m,15-24,1556.0
UA,2007,m,25-34,4507.0
UA,2007,m,35-44,5206.0
UA,2007,m,45-54,5024.0
UA,2007,m,55-64,2130.0
UA,2007,m,65+,1090.0
UA,2007,m,unknown,0.0
UA,2007,f,0-4,0.0
UA,2007,f,5-14,20.0
UA,2007,f,0-14,7.0
UA,2007,f,15-24,982.0
UA,2007,f,25-34,1661.0
UA,2007,f,35-44,1314.0
UA,2007,f,45-54,855.0
UA,2007,f,55-64,438.0
UA,2007,f,65+,861.0
UA,2007,f,unknown,0.0
UA,2008,m,0-4,1.0
UA,2008,m,5-14,8.0
UA,2008,m,0-14,9.0
UA,2008,m,15-24,901.0
UA,2008,m,25-34,2696.0
UA,2008,m,35-44,2859.0
UA,2008,m,45-54,2769.0
UA,2008,m,55-64,1140.0
UA,2008,m,65+,574.0
UA,2008,f,0-4,4.0
UA,2008,f,5-14,20.0
UA,2008,f,0-14,24.0
UA,2008,f,15-24,585.0
UA,2008,f,25-34,979.0
UA,2008,f,35-44,762.0
UA,2008,f,45-54,544.0
UA,2008,f,55-64,255.0
UA,2008,f,65+,477.0
UG,1995,m,0-14,370.0
UG,1995,m,15-24,1193.0
UG,1995,m,25-34,2491.0
UG,1995,m,35-44,1797.0
UG,1995,m,45-54,1115.0
UG,1995,m,55-64,602.0
UG,1995,m,65+,323.0
UG,1995,f,0-14,402.0
UG,1995,f,15-24,1376.0
UG,1995,f,25-34,1845.0
UG,1995,f,35-44,1104.0
UG,1995,f,45-54,635.0
UG,1995,f,55-64,312.0
UG,1995,f,65+,113.0
UG,1996,m,0-14,372.0
UG,1996,m,15-24,1271.0
UG,1996,m,25-34,2706.0
UG,1996,m,35-44,2026.0
UG,1996,m,45-54,1252.0
UG,1996,m,55-64,646.0
UG,1996,m,65+,353.0
UG,1996,f,0-14,455.0
UG,1996,f,15-24,1482.0
UG,1996,f,25-34,2099.0
UG,1996,f,35-44,1246.0
UG,1996,f,45-54,728.0
UG,1996,f,55-64,379.0
UG,1996,f,65+,160.0
UG,1997,m,0-14,340.0
UG,1997,m,15-24,1485.0
UG,1997,m,25-34,3278.0
UG,1997,m,35-44,2919.0
UG,1997,m,45-54,1439.0
UG,1997,m,55-64,733.0
UG,1997,m,65+,353.0
UG,1997,f,0-14,375.0
UG,1997,f,15-24,1700.0
UG,1997,f,25-34,2489.0
UG,1997,f,35-44,1368.0
UG,1997,f,45-54,812.0
UG,1997,f,55-64,379.0
UG,1997,f,65+,131.0
UG,1998,m,0-14,334.0
UG,1998,m,15-24,1512.0
UG,1998,m,25-34,3672.0
UG,1998,m,35-44,2491.0
UG,1998,m,45-54,1429.0
UG,1998,m,55-64,676.0
UG,1998,m,65+,428.0
UG,1998,f,0-14,467.0
UG,1998,f,15-24,1682.0
UG,1998,f,25-34,2760.0
UG,1998,f,35-44,1441.0
UG,1998,f,45-54,744.0
UG,1998,f,55-64,395.0
UG,1998,f,65+,191.0
UG,1999,m,0-14,310.0
UG,1999,m,15-24,1510.0
UG,1999,m,25-34,3475.0
UG,1999,m,35-44,2526.0
UG,1999,m,45-54,1354.0
UG,1999,m,55-64,613.0
UG,1999,m,65+,413.0
UG,1999,f,0-14,434.0
UG,1999,f,15-24,1654.0
UG,1999,f,25-34,2591.0
UG,1999,f,35-44,1415.0
UG,1999,f,45-54,680.0
UG,1999,f,55-64,331.0
UG,1999,f,65+,162.0
UG,2000,m,0-14,283.0
UG,2000,m,15-24,1511.0
UG,2000,m,25-34,3497.0
UG,2000,m,35-44,2479.0
UG,2000,m,45-54,1279.0
UG,2000,m,55-64,607.0
UG,2000,m,65+,395.0
UG,2000,f,0-14,400.0
UG,2000,f,15-24,1649.0
UG,2000,f,25-34,2782.0
UG,2000,f,35-44,1510.0
UG,2000,f,45-54,671.0
UG,2000,f,55-64,316.0
UG,2000,f,65+,163.0
UG,2001,m,0-14,231.0
UG,2001,m,15-24,1461.0
UG,2001,m,25-34,3483.0
UG,2001,m,35-44,2540.0
UG,2001,m,45-54,1242.0
UG,2001,m,55-64,638.0
UG,2001,m,65+,392.0
UG,2001,f,0-14,334.0
UG,2001,f,15-24,1603.0
UG,2001,f,25-34,2656.0
UG,2001,f,35-44,1528.0
UG,2001,f,45-54,703.0
UG,2001,f,55-64,292.0
UG,2001,f,65+,180.0
UG,2002,m,0-14,259.0
UG,2002,m,15-24,1503.0
UG,2002,m,25-34,3783.0
UG,2002,m,35-44,2865.0
UG,2002,m,45-54,1399.0
UG,2002,m,55-64,723.0
UG,2002,m,65+,465.0
UG,2002,f,0-14,371.0
UG,2002,f,15-24,1689.0
UG,2002,f,25-34,3011.0
UG,2002,f,35-44,1708.0
UG,2002,f,45-54,765.0
UG,2002,f,55-64,374.0
UG,2002,f,65+,184.0
UG,2003,m,0-14,261.0
UG,2003,m,15-24,1643.0
UG,2003,m,25-34,4142.0
UG,2003,m,35-44,3011.0
UG,2003,m,45-54,1578.0
UG,2003,m,55-64,719.0
UG,2003,m,65+,501.0
UG,2003,f,0-14,377.0
UG,2003,f,15-24,1770.0
UG,2003,f,25-34,3176.0
UG,2003,f,35-44,1815.0
UG,2003,f,45-54,749.0
UG,2003,f,55-64,356.0
UG,2003,f,65+,214.0
UG,2004,m,0-14,284.0
UG,2004,m,15-24,1803.0
UG,2004,m,25-34,4222.0
UG,2004,m,35-44,3269.0
UG,2004,m,45-54,1599.0
UG,2004,m,55-64,810.0
UG,2004,m,65+,525.0
UG,2004,f,0-14,371.0
UG,2004,f,15-24,1803.0
UG,2004,f,25-34,3110.0
UG,2004,f,35-44,1780.0
UG,2004,f,45-54,812.0
UG,2004,f,55-64,358.0
UG,2004,f,65+,193.0
UG,2005,m,0-14,257.0
UG,2005,m,15-24,1598.0
UG,2005,m,25-34,4075.0
UG,2005,m,35-44,3209.0
UG,2005,m,45-54,1576.0
UG,2005,m,55-64,725.0
UG,2005,m,65+,539.0
UG,2005,f,0-14,371.0
UG,2005,f,15-24,1811.0
UG,2005,f,25-34,3099.0
UG,2005,f,35-44,1800.0
UG,2005,f,45-54,818.0
UG,2005,f,55-64,389.0
UG,2005,f,65+,257.0
UG,2006,m,0-14,255.0
UG,2006,m,15-24,1624.0
UG,2006,m,25-34,4084.0
UG,2006,m,35-44,3391.0
UG,2006,m,45-54,1591.0
UG,2006,m,55-64,718.0
UG,2006,m,65+,511.0
UG,2006,f,0-14,363.0
UG,2006,f,15-24,1792.0
UG,2006,f,25-34,2909.0
UG,2006,f,35-44,1736.0
UG,2006,f,45-54,812.0
UG,2006,f,55-64,332.0
UG,2006,f,65+,238.0
UG,2007,m,0-14,234.0
UG,2007,m,15-24,1741.0
UG,2007,m,25-34,4406.0
UG,2007,m,35-44,3551.0
UG,2007,m,45-54,1681.0
UG,2007,m,55-64,766.0
UG,2007,m,65+,505.0
UG,2007,f,0-14,343.0
UG,2007,f,15-24,1874.0
UG,2007,f,25-34,3008.0
UG,2007,f,35-44,1742.0
UG,2007,f,45-54,824.0
UG,2007,f,55-64,382.0
UG,2007,f,65+,246.0
UG,2008,m,0-4,0.0
UG,2008,m,5-14,269.0
UG,2008,m,0-14,269.0
UG,2008,m,15-24,1953.0
UG,2008,m,25-34,4697.0
UG,2008,m,35-44,3922.0
UG,2008,m,45-54,1981.0
UG,2008,m,55-64,875.0
UG,2008,m,65+,565.0
UG,2008,m,unknown,0.0
UG,2008,f,0-4,0.0
UG,2008,f,5-14,382.0
UG,2008,f,0-14,382.0
UG,2008,f,15-24,2006.0
UG,2008,f,25-34,2985.0
UG,2008,f,35-44,1749.0
UG,2008,f,45-54,862.0
UG,2008,f,55-64,314.0
UG,2008,f,65+,206.0
UG,2008,f,unknown,0.0
US,1995,m,0-14,19.0
US,1995,m,15-24,355.0
US,1995,m,25-34,876.0
US,1995,m,35-44,1417.0
US,1995,m,45-54,1121.0
US,1995,m,55-64,742.0
US,1995,m,65+,1099.0
US,1995,f,0-14,26.0
US,1995,f,15-24,280.0
US,1995,f,25-34,579.0
US,1995,f,35-44,499.0
US,1995,f,45-54,285.0
US,1995,f,55-64,202.0
US,1995,f,65+,591.0
US,1996,m,0-14,15.0
US,1996,m,15-24,333.0
US,1996,m,25-34,815.0
US,1996,m,35-44,1219.0
US,1996,m,45-54,1073.0
US,1996,m,55-64,678.0
US,1996,m,65+,1007.0
US,1996,f,0-14,21.0
US,1996,f,15-24,289.0
US,1996,f,25-34,487.0
US,1996,f,35-44,478.0
US,1996,f,45-54,279.0
US,1996,f,55-64,217.0
US,1996,f,65+,541.0
US,1997,m,0-14,12.0
US,1997,m,15-24,330.0
US,1997,m,25-34,701.0
US,1997,m,35-44,1127.0
US,1997,m,45-54,979.0
US,1997,m,55-64,679.0
US,1997,m,65+,944.0
US,1997,f,0-14,28.0
US,1997,f,15-24,269.0
US,1997,f,25-34,449.0
US,1997,f,35-44,447.0
US,1997,f,45-54,254.0
US,1997,f,55-64,201.0
US,1997,f,65+,514.0
US,1998,m,0-14,10.0
US,1998,m,15-24,321.0
US,1998,m,25-34,663.0
US,1998,m,35-44,1009.0
US,1998,m,45-54,1007.0
US,1998,m,55-64,628.0
US,1998,m,65+,914.0
US,1998,f,0-14,15.0
US,1998,f,15-24,269.0
US,1998,f,25-34,425.0
US,1998,f,35-44,424.0
US,1998,f,45-54,267.0
US,1998,f,55-64,179.0
US,1998,f,65+,492.0
US,1999,m,0-14,18.0
US,1999,m,15-24,331.0
US,1999,m,25-34,616.0
US,1999,m,35-44,1011.0
US,1999,m,45-54,930.0
US,1999,m,55-64,601.0
US,1999,m,65+,801.0
US,1999,f,0-14,16.0
US,1999,f,15-24,232.0
US,1999,f,25-34,391.0
US,1999,f,35-44,394.0
US,1999,f,45-54,245.0
US,1999,f,55-64,244.0
US,1999,f,65+,444.0
US,2000,m,0-14,6.0
US,2000,m,15-24,365.0
US,2000,m,25-34,602.0
US,2000,m,35-44,906.0
US,2000,m,45-54,904.0
US,2000,m,55-64,577.0
US,2000,m,65+,738.0
US,2000,f,0-14,14.0
US,2000,f,15-24,246.0
US,2000,f,25-34,376.0
US,2000,f,35-44,349.0
US,2000,f,45-54,253.0
US,2000,f,55-64,152.0
US,2000,f,65+,396.0
US,2001,m,0-14,17.0
US,2001,m,15-24,320.0
US,2001,m,25-34,613.0
US,2001,m,35-44,824.0
US,2001,m,45-54,876.0
US,2001,m,55-64,524.0
US,2001,m,65+,649.0
US,2001,f,0-14,21.0
US,2001,f,15-24,239.0
US,2001,f,25-34,410.0
US,2001,f,35-44,346.0
US,2001,f,45-54,247.0
US,2001,f,55-64,176.0
US,2001,f,65+,389.0
US,2002,m,0-14,14.0
US,2002,m,15-24,343.0
US,2002,m,25-34,562.0
US,2002,m,35-44,813.0
US,2002,m,45-54,795.0
US,2002,m,55-64,490.0
US,2002,m,65+,592.0
US,2002,f,0-14,15.0
US,2002,f,15-24,233.0
US,2002,f,25-34,423.0
US,2002,f,35-44,362.0
US,2002,f,45-54,255.0
US,2002,f,55-64,167.0
US,2002,f,65+,370.0
US,2003,m,0-14,11.0
US,2003,m,15-24,365.0
US,2003,m,25-34,526.0
US,2003,m,35-44,754.0
US,2003,m,45-54,828.0
US,2003,m,55-64,487.0
US,2003,m,65+,650.0
US,2003,f,0-14,12.0
US,2003,f,15-24,277.0
US,2003,f,25-34,353.0
US,2003,f,35-44,310.0
US,2003,f,45-54,269.0
US,2003,f,55-64,169.0
US,2003,f,65+,354.0
US,2004,m,0-14,12.0
US,2004,m,15-24,362.0
US,2004,m,25-34,547.0
US,2004,m,35-44,728.0
US,2004,m,45-54,829.0
US,2004,m,55-64,504.0
US,2004,m,65+,582.0
US,2004,f,0-14,19.0
US,2004,f,15-24,265.0
US,2004,f,25-34,339.0
US,2004,f,35-44,302.0
US,2004,f,45-54,252.0
US,2004,f,55-64,166.0
US,2004,f,65+,344.0
US,2005,m,0-14,14.0
US,2005,m,15-24,383.0
US,2005,m,25-34,535.0
US,2005,m,35-44,666.0
US,2005,m,45-54,767.0
US,2005,m,55-64,499.0
US,2005,m,65+,624.0
US,2005,f,0-14,11.0
US,2005,f,15-24,241.0
US,2005,f,25-34,348.0
US,2005,f,35-44,276.0
US,2005,f,45-54,242.0
US,2005,f,55-64,161.0
US,2005,f,65+,322.0
US,2006,m,0-4,4.0
US,2006,m,5-14,8.0
US,2006,m,0-14,12.0
US,2006,m,15-24,388.0
US,2006,m,25-34,568.0
US,2006,m,35-44,659.0
US,2006,m,45-54,759.0
US,2006,m,55-64,531.0
US,2006,m,65+,596.0
US,2006,f,0-4,2.0
US,2006,f,5-14,9.0
US,2006,f,0-14,11.0
US,2006,f,15-24,257.0
US,2006,f,25-34,384.0
US,2006,f,35-44,263.0
US,2006,f,45-54,212.0
US,2006,f,55-64,146.0
US,2006,f,65+,303.0
US,2007,m,0-4,4.0
US,2007,m,5-14,8.0
US,2007,m,0-14,12.0
US,2007,m,15-24,414.0
US,2007,m,25-34,490.0
US,2007,m,35-44,572.0
US,2007,m,45-54,744.0
US,2007,m,55-64,533.0
US,2007,m,65+,562.0
US,2007,f,0-4,2.0
US,2007,f,5-14,10.0
US,2007,f,0-14,12.0
US,2007,f,15-24,257.0
US,2007,f,25-34,338.0
US,2007,f,35-44,260.0
US,2007,f,45-54,225.0
US,2007,f,55-64,135.0
US,2007,f,65+,308.0
US,2008,m,0-4,4.0
US,2008,m,5-14,7.0
US,2008,m,0-14,11.0
US,2008,m,15-24,375.0
US,2008,m,25-34,513.0
US,2008,m,35-44,495.0
US,2008,m,45-54,725.0
US,2008,m,55-64,526.0
US,2008,m,65+,561.0
US,2008,m,unknown,0.0
US,2008,f,0-4,4.0
US,2008,f,5-14,18.0
US,2008,f,0-14,22.0
US,2008,f,15-24,220.0
US,2008,f,25-34,329.0
US,2008,f,35-44,269.0
US,2008,f,45-54,224.0
US,2008,f,55-64,172.0
US,2008,f,65+,300.0
US,2008,f,unknown,0.0
UY,1995,m,0-14,4.0
UY,1995,m,15-24,28.0
UY,1995,m,25-34,40.0
UY,1995,m,35-44,35.0
UY,1995,m,45-54,49.0
UY,1995,m,55-64,38.0
UY,1995,m,65+,50.0
UY,1995,f,0-14,2.0
UY,1995,f,15-24,21.0
UY,1995,f,25-34,26.0
UY,1995,f,35-44,18.0
UY,1995,f,45-54,12.0
UY,1995,f,55-64,9.0
UY,1995,f,65+,17.0
UY,1996,m,0-14,4.0
UY,1996,m,15-24,34.0
UY,1996,m,25-34,43.0
UY,1996,m,35-44,58.0
UY,1996,m,45-54,59.0
UY,1996,m,55-64,53.0
UY,1996,m,65+,42.0
UY,1996,f,0-14,4.0
UY,1996,f,15-24,24.0
UY,1996,f,25-34,35.0
UY,1996,f,35-44,17.0
UY,1996,f,45-54,21.0
UY,1996,f,55-64,10.0
UY,1996,f,65+,22.0
UY,1997,m,0-14,3.0
UY,1997,m,15-24,37.0
UY,1997,m,25-34,44.0
UY,1997,m,35-44,53.0
UY,1997,m,45-54,53.0
UY,1997,m,55-64,55.0
UY,1997,m,65+,53.0
UY,1997,f,0-14,5.0
UY,1997,f,15-24,26.0
UY,1997,f,25-34,28.0
UY,1997,f,35-44,29.0
UY,1997,f,45-54,12.0
UY,1997,f,55-64,8.0
UY,1997,f,65+,17.0
UY,1998,m,0-14,2.0
UY,1998,m,15-24,30.0
UY,1998,m,25-34,47.0
UY,1998,m,35-44,52.0
UY,1998,m,45-54,47.0
UY,1998,m,55-64,38.0
UY,1998,m,65+,39.0
UY,1998,f,0-14,2.0
UY,1998,f,15-24,30.0
UY,1998,f,25-34,29.0
UY,1998,f,35-44,15.0
UY,1998,f,45-54,14.0
UY,1998,f,55-64,6.0
UY,1998,f,65+,23.0
UY,1999,m,0-14,1.0
UY,1999,m,15-24,45.0
UY,1999,m,25-34,48.0
UY,1999,m,35-44,42.0
UY,1999,m,45-54,46.0
UY,1999,m,55-64,48.0
UY,1999,m,65+,41.0
UY,1999,f,0-14,4.0
UY,1999,f,15-24,20.0
UY,1999,f,25-34,25.0
UY,1999,f,35-44,33.0
UY,1999,f,45-54,14.0
UY,1999,f,55-64,11.0
UY,1999,f,65+,14.0
UY,2000,m,0-14,0.0
UY,2000,m,15-24,36.0
UY,2000,m,25-34,48.0
UY,2000,m,35-44,45.0
UY,2000,m,45-54,41.0
UY,2000,m,55-64,30.0
UY,2000,m,65+,34.0
UY,2000,f,0-14,2.0
UY,2000,f,15-24,28.0
UY,2000,f,25-34,22.0
UY,2000,f,35-44,21.0
UY,2000,f,45-54,13.0
UY,2000,f,55-64,12.0
UY,2000,f,65+,16.0
UY,2001,m,0-14,2.0
UY,2001,m,15-24,33.0
UY,2001,m,25-34,38.0
UY,2001,m,35-44,49.0
UY,2001,m,45-54,42.0
UY,2001,m,55-64,31.0
UY,2001,m,65+,44.0
UY,2001,f,0-14,4.0
UY,2001,f,15-24,25.0
UY,2001,f,25-34,31.0
UY,2001,f,35-44,7.0
UY,2001,f,45-54,15.0
UY,2001,f,55-64,3.0
UY,2001,f,65+,16.0
UY,2002,m,0-14,1.0
UY,2002,m,15-24,33.0
UY,2002,m,25-34,33.0
UY,2002,m,35-44,37.0
UY,2002,m,45-54,36.0
UY,2002,m,55-64,23.0
UY,2002,m,65+,32.0
UY,2002,f,0-14,1.0
UY,2002,f,15-24,25.0
UY,2002,f,25-34,25.0
UY,2002,f,35-44,20.0
UY,2002,f,45-54,10.0
UY,2002,f,55-64,11.0
UY,2002,f,65+,21.0
UY,2003,m,0-14,3.0
UY,2003,m,15-24,46.0
UY,2003,m,25-34,50.0
UY,2003,m,35-44,35.0
UY,2003,m,45-54,42.0
UY,2003,m,55-64,38.0
UY,2003,m,65+,26.0
UY,2003,f,0-14,1.0
UY,2003,f,15-24,28.0
UY,2003,f,25-34,24.0
UY,2003,f,35-44,13.0
UY,2003,f,45-54,13.0
UY,2003,f,55-64,6.0
UY,2003,f,65+,14.0
UY,2004,m,0-14,1.0
UY,2004,m,15-24,38.0
UY,2004,m,25-34,59.0
UY,2004,m,35-44,53.0
UY,2004,m,45-54,48.0
UY,2004,m,55-64,26.0
UY,2004,m,65+,40.0
UY,2004,f,0-14,2.0
UY,2004,f,15-24,34.0
UY,2004,f,25-34,25.0
UY,2004,f,35-44,12.0
UY,2004,f,45-54,17.0
UY,2004,f,55-64,11.0
UY,2004,f,65+,7.0
UY,2005,m,0-14,1.0
UY,2005,m,15-24,42.0
UY,2005,m,25-34,48.0
UY,2005,m,35-44,39.0
UY,2005,m,45-54,45.0
UY,2005,m,55-64,34.0
UY,2005,m,65+,36.0
UY,2005,f,0-14,1.0
UY,2005,f,15-24,33.0
UY,2005,f,25-34,30.0
UY,2005,f,35-44,17.0
UY,2005,f,45-54,9.0
UY,2005,f,55-64,8.0
UY,2005,f,65+,12.0
UY,2006,m,0-14,1.0
UY,2006,m,15-24,38.0
UY,2006,m,25-34,53.0
UY,2006,m,35-44,34.0
UY,2006,m,45-54,30.0
UY,2006,m,55-64,38.0
UY,2006,m,65+,29.0
UY,2006,f,0-14,4.0
UY,2006,f,15-24,21.0
UY,2006,f,25-34,19.0
UY,2006,f,35-44,11.0
UY,2006,f,45-54,6.0
UY,2006,f,55-64,11.0
