,date,artist,track,time,position
5227,2000-11-25,Kandi,Don't Think I'm Not,3:50,31
5229,2000-05-20,"Keith, Toby",How Do You Like Me N...,3:29,45
5232,2000-06-10,Kid Rock,Only God Knows Why,5:27,52
5239,2000-05-20,"Lawrence, Tracy",Lessons Learned,2:55,94
5242,2000-12-09,Lil Bow Wow,Bounce With Me,3:22,80
5249,2000-03-25,Limp Bizkit,Re-Arranged,4:08,93
5250,2001-03-03,Limp Bizkit,Rollin',4:04,100
5251,1999-09-25,Lonestar,Amazed,4:25,35
5252,2000-04-08,Lonestar,Smile,3:33,67
5253,2000-09-30,Lonestar,What About Now,3:30,54
5254,2000-06-10,"Lopez, Jennifer",Feelin' Good,4:28,79
5257,2000-09-09,Lucy Pearl,Dance Tonight,3:45,84
5258,2001-01-20,Ludacris,What's Your Fantasy,4:16,25
5260,2000-07-22,M2M,Mirror Mirror,3:19,90
5261,2000-10-28,Madison Avenue,Don't Call Me Baby,3:44,93
5263,2000-12-02,Madonna,Music,3:45,11
5265,2000-03-11,"Martin, Ricky",Shake Your Bon-Bon,3:08,87
5266,2001-01-27,"Martin, Ricky",She Bangs,4:02,92
5267,2000-07-15,Mary Mary,Shackles (Praise You...,3:12,71
5269,2000-05-27,"McBride, Martina",Love's The Only Hous...,5:13,91
5271,2000-09-02,"McEntire, Reba",I'll Be,4:23,93
5272,2000-02-19,"McEntire, Reba",What Do You Say,3:26,50
5273,2000-03-18,"McGraw, Tim",My Best Friend,4:33,39
5274,2001-02-10,"McGraw, Tim",My Next Thirty Years,3:37,48
5278,2000-10-14,"Messina, Jo Dee",That's The Way,3:17,48
5279,2000-09-02,Metallica,I Disappear,4:26,98
5282,2000-12-30,"Montgomery, John Michael",The Little Girl,3:52,62
5284,2000-10-07,"Moore, Mandy",I Wanna Be With You,4:12,99
5285,2000-12-30,"Mumba, Samantha",Gotta Tell You,3:19,13
5286,2001-02-03,Musiq,Just Friends,4:02,48
5287,2000-12-09,Mya,Case Of The Ex (What...,3:50,2
5288,2000-08-05,Mya,The Best Of Me,4:12,97
5289,2000-12-02,Mystikal,Shake Ya Ass,4:46,24
5290,2000-05-20,N'Sync,Bye Bye Bye,3:15,9
5291,2000-08-26,N'Sync,It's Gonna Be Me,3:10,6
5292,2001-01-20,N'Sync,This I Promise You,4:23,11
5294,2000-08-19,Nelly,(Hot S**t) Country G...,4:17,15
5295,2000-09-16,Next,Wifey,4:03,10
5296,2000-08-26,Nine Days,Absolutely (Story Of...,3:09,8
5302,2001-02-03,"Paisley, Brad",We Danced,3:45,72
5303,2000-11-18,Papa Roach,Last Resort,3:19,64
5305,2000-12-02,Pink,Most Girls,4:06,6
5306,2000-06-24,Pink,There U Go,3:23,12
5309,2001-01-13,"Price, Kelly",You Should've Told M...,3:12,86
5310,2001-01-06,Profyle,Liar,3:57,86
5314,2000-08-26,Rascal Flatts,Prayin' For Daylight,3:36,47
5315,2000-07-08,"Raye, Collin",Couldn't Last A Mome...,3:40,53
5316,2000-11-18,Red Hot Chili Peppers,Californication,5:21,78
5317,2000-06-03,Red Hot Chili Peppers,Otherside,4:13,15
5318,2000-02-05,"Rimes, LeAnn",Big Deal,3:03,31
5319,2000-12-30,"Rimes, LeAnn",Can't Fight The Moon...,3:33,86
5320,2000-09-16,"Rimes, LeAnn",I Need You,3:42,13
5321,2000-07-01,"Rogers, Kenny",Buy Me A Rose,3:46,86
5322,2000-10-21,Ruff Endz,No More,3:56,19
5323,2000-05-20,Sammie,I Like It,4:09,83
5324,2000-06-03,Santana,"Maria, Maria",4:18,1
5325,2000-07-29,Savage Garden,Crash And Burn,4:41,58
5326,2000-02-12,Savage Garden,I Knew I Loved You,4:07,1
5328,2000-11-04,SheDaisy,I Will.. But,3:40,86
5334,2000-03-11,Sisqo,Got To Get It,3:52,68
5335,2000-10-14,Sisqo,Incomplete,3:52,10
5336,2000-05-20,Sisqo,Thong Song,4:05,3
5337,2000-11-04,Sister Hazel,Change Your Mind,4:02,100
5338,2000-02-19,Smash Mouth,Then The Morning Com...,3:04,20
5340,2000-07-29,Son By Four,A Puro Dolor (Purest...,3:30,30
5341,2000-05-13,Sonique,It Feels So Good,3:48,11
5342,2000-10-28,SoulDecision,Faded,3:25,30
5343,2000-05-20,"Spears, Britney",From The Bottom Of M...,4:30,97
5345,2000-08-12,"Spears, Britney",Oops!.. I Did It Aga...,3:30,77
5348,2000-09-02,Sting,Desert Rose,3:52,19
5350,2000-04-15,"Stone, Angie",No More Rain (In Thi...,4:42,100
5351,2000-12-16,"Strait, George",Go On,3:48,78
5352,2000-05-20,"Strait, George",The Best Day,3:24,43
5353,2000-05-06,Sugar Ray,Falls Apart,4:15,89
5358,2000-05-13,Third Eye Blind,Never Let You Go,3:57,22
5359,2001-03-17,"Thomas, Carl",Emotional,4:31,87
5360,2000-07-15,"Thomas, Carl",I Wish,3:50,42
5362,2000-12-16,"Tippin, Aaron",Kiss This,2:53,87
5363,2000-01-29,Train,Meet Virginia,3:55,21
5366,2000-12-09,"Tritt, Travis",Best Of Intentions,4:15,29
5370,2000-06-24,"Vassar, Phil",Carlene,4:07,91
5371,2001-01-20,"Vassar, Phil",Just Another Day In ...,3:54,63
5372,2000-05-13,Vertical Horizon,Everything You Want,4:01,8
5373,2000-12-16,Vertical Horizon,You're A God,3:45,37
5377,2000-08-05,"Walker, Clay",The Chain Of Love,5:03,90
5379,2000-07-22,Westlife,Swear It Again,4:07,30
5380,2000-03-11,"Williams, Robbie",Angels,3:56,91
5381,2000-05-06,"Wills, Mark",Back At One,4:00,94
5388,2000-08-19,matchbox twenty,Bent,4:12,2
5391,2000-08-05,3 Doors Down,Kryptonite,3:53,18
5392,2001-02-17,3 Doors Down,Loser,4:24,67
5393,2000-08-12,504 Boyz,Wobble Wobble,3:35,96
5394,2000-12-16,98^0,Give Me Just One Nig...,3:24,84
5396,2000-05-27,Aaliyah,I Don't Wanna,4:15,67
5397,2000-07-15,Aaliyah,Try Again,4:03,2
5398,2000-12-23,"Adams, Yolanda",Open My Heart,5:30,71
5400,2000-12-02,"Aguilera, Christina",Come On Over Baby (A...,3:38,22
5401,2000-08-12,"Aguilera, Christina",I Turn To You,4:00,29
5402,2000-03-25,"Aguilera, Christina",What A Girl Wants,3:18,15
5403,2000-08-05,Alice Deejay,Better Off Alone,6:50,68
5407,2001-01-13,"Anthony, Marc",My Baby You,3:59,94
5408,2000-06-24,"Anthony, Marc",You Sang To Me,3:50,7
5409,2001-03-03,Avant,My First Love,4:28,73
5410,2000-08-26,Avant,Separated,4:13,33
5411,2000-08-26,BBMak,Back Here,3:35,16
5412,2001-02-10,"Backstreet Boys, The",Shape Of My Heart,3:49,63
5413,2000-04-29,"Backstreet Boys, The",Show Me The Meaning ...,3:54,19
5415,2000-12-16,"Badu, Erkyah",Bag Lady,5:03,38
5416,2000-11-18,Baha Men,Who Let The Dogs Out,3:17,65
5417,2001-01-06,Barenaked Ladies,Pinch Me,3:46,20
5423,2000-06-17,"Black, Clint",Been There,5:28,87
5424,2000-02-19,Blaque,Bring It All To Me,3:46,9
5427,2000-04-01,Blink-182,All The Small Things,2:52,16
5429,2000-12-09,Bon Jovi,It's My Life,3:44,84
5430,2000-07-15,"Braxton, Toni",He Wasn't Man Enough,4:21,14
5431,2000-11-25,"Braxton, Toni",Just Be A Man About ...,4:10,84
5434,2000-08-05,"Brock, Chad",Yes!,3:22,50
5435,2000-10-07,Brooks & Dunn,You'll Always Be Lov...,2:58,100
5441,2000-04-08,"Carey, Mariah",Thank God I Found Yo...,4:14,57
5445,2001-02-17,"Chesney, Kenny",I Lost It,3:54,88
5449,2000-12-02,Common,The Light,3:55,93
5450,2000-03-04,Counting Crows,Hanginaround,4:07,59
5451,2000-01-08,Creed,Higher,5:16,57
5452,2000-09-09,Creed,With Arms Wide Open,3:52,29
5456,2000-06-24,DMX,Party Up (Up In Here...,3:45,42
5457,2000-10-28,DMX,What You Want,4:05,89
5459,2000-06-24,Da Brat,That's What I'm Look...,3:44,100
5460,2000-09-30,Da Brat,What'Chu Like,3:57,65
5461,2000-07-22,"Davidson, Clay",Unconditional,3:56,62
5463,2001-01-20,Destiny's Child,Independent Women Pa...,3:38,1
5464,2000-09-09,Destiny's Child,Jumpin' Jumpin',3:48,3
5465,2000-04-22,Destiny's Child,Say My Name,4:31,3
5468,2000-03-11,"Dion, Celine",That's The Way It Is,4:03,8
5470,2000-03-25,"Dixie Chicks, The",Cowboy Take Me Away,4:51,56
5472,2001-02-03,"Dixie Chicks, The",Without You,3:32,43
5473,2000-05-20,Dr. Dre,Forgot About Dre,3:42,68
5474,2000-09-23,Dr. Dre,The Next Episode,2:38,50
5476,2001-01-27,Dream,He Loves U Not,3:43,3
5479,2000-04-08,Eiffel 65,Blue,3:29,60
5480,2000-03-25,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,17
5482,2000-09-02,Eminem,The Real Slim Shady,4:42,88
5486,2001-02-17,"Evans, Sara",Born To Fly,5:36,74
5489,2000-11-04,Everclear,Wonderful,4:30,28
5492,2000-03-25,Filter,Take A Picture,4:23,24
5493,2000-02-12,Foo Fighters,Learn To Fly,3:55,30
5497,2000-12-30,"Gill, Vince",Feels Like Love,4:13,99
5498,2000-10-14,"Gilman, Billy",One Voice,4:07,95
5501,2000-08-19,Goo Goo Dolls,Broadway,3:54,82
5502,2000-06-17,"Gray, Macy",I Try,3:52,11
5503,2000-07-08,"Griggs, Andy",She's More,3:19,73
5507,2000-08-26,"Heatherly, Eric",Flowers On The Wall,3:16,77
5508,2000-10-21,"Henley, Don",Taking You Home,4:08,90
5510,2000-03-04,"Hill, Faith",Breathe,4:04,3
5515,2000-10-14,"Houston, Whitney",Could I Have This Ki...,3:54,100
5517,2000-01-01,"Houston, Whitney",My Love Is Your Love,4:16,5
5519,2000-02-05,IMx,Stay The Night,3:37,71
5521,2000-10-07,Ideal,Whatever,3:48,90
5522,2000-07-29,"Iglesias, Enrique",Be With You,3:36,14
5525,2001-01-13,Ja Rule,Between Me And You,4:05,30
5526,2000-10-21,"Jackson, Alan",It Must Be Love,2:53,80
5527,2000-03-11,"Jackson, Alan",Pop A Top,3:04,100
5529,2000-04-08,Jagged Edge,He Can't Love U,3:30,65
5530,2000-09-02,Jagged Edge,Let's Get Married,4:23,20
5531,2000-10-14,Janet,Doesn't Really Matte...,4:17,7
5533,2000-08-19,Jay-Z,Big Pimpin',3:55,33
5536,2001-02-24,Jay-Z,I Just Wanna Love U ...,3:50,28
5537,2001-02-03,"Jean, Wyclef",911,4:00,85
5538,2000-04-29,Joe,I Wanna Know,4:57,11
5541,2000-08-19,"Jones, Donell",Where I Wanna Be,6:22,49
5542,2000-02-19,"Jordan, Montell",Get It On.. Tonite,4:34,4
5544,2000-12-02,Kandi,Don't Think I'm Not,3:50,26
5546,2000-05-27,"Keith, Toby",How Do You Like Me N...,3:29,51
5549,2000-06-17,Kid Rock,Only God Knows Why,5:27,62
5556,2000-05-27,"Lawrence, Tracy",Lessons Learned,2:55,99
5559,2000-12-16,Lil Bow Wow,Bounce With Me,3:22,90
5566,2000-04-01,Limp Bizkit,Re-Arranged,4:08,100
5568,1999-10-02,Lonestar,Amazed,4:25,40
5569,2000-04-15,Lonestar,Smile,3:33,78
5570,2000-10-07,Lonestar,What About Now,3:30,60
5571,2000-06-17,"Lopez, Jennifer",Feelin' Good,4:28,82
5574,2000-09-16,Lucy Pearl,Dance Tonight,3:45,86
5575,2001-01-27,Ludacris,What's Your Fantasy,4:16,34
5577,2000-07-29,M2M,Mirror Mirror,3:19,96
5578,2000-11-04,Madison Avenue,Don't Call Me Baby,3:44,92
5580,2000-12-09,Madonna,Music,3:45,16
5582,2000-03-18,"Martin, Ricky",Shake Your Bon-Bon,3:08,93
5583,2001-02-03,"Martin, Ricky",She Bangs,4:02,100
5584,2000-07-22,Mary Mary,Shackles (Praise You...,3:12,76
5586,2000-06-03,"McBride, Martina",Love's The Only Hous...,5:13,93
5588,2000-09-09,"McEntire, Reba",I'll Be,4:23,91
5589,2000-02-26,"McEntire, Reba",What Do You Say,3:26,60
5590,2000-03-25,"McGraw, Tim",My Best Friend,4:33,41
5591,2001-02-17,"McGraw, Tim",My Next Thirty Years,3:37,53
5595,2000-10-21,"Messina, Jo Dee",That's The Way,3:17,46
5596,2000-09-09,Metallica,I Disappear,4:26,95
5599,2001-01-06,"Montgomery, John Michael",The Little Girl,3:52,83
5602,2001-01-06,"Mumba, Samantha",Gotta Tell You,3:19,17
5603,2001-02-10,Musiq,Just Friends,4:02,54
5604,2000-12-16,Mya,Case Of The Ex (What...,3:50,2
5606,2000-12-09,Mystikal,Shake Ya Ass,4:46,30
5607,2000-05-27,N'Sync,Bye Bye Bye,3:15,12
5608,2000-09-02,N'Sync,It's Gonna Be Me,3:10,10
5609,2001-01-27,N'Sync,This I Promise You,4:23,12
5611,2000-08-26,Nelly,(Hot S**t) Country G...,4:17,11
5612,2000-09-23,Next,Wifey,4:03,12
5613,2000-09-02,Nine Days,Absolutely (Story Of...,3:09,9
5619,2001-02-10,"Paisley, Brad",We Danced,3:45,84
5620,2000-11-25,Papa Roach,Last Resort,3:19,64
5622,2000-12-09,Pink,Most Girls,4:06,8
5623,2000-07-01,Pink,There U Go,3:23,10
5626,2001-01-20,"Price, Kelly",You Should've Told M...,3:12,85
5627,2001-01-13,Profyle,Liar,3:57,81
5631,2000-09-02,Rascal Flatts,Prayin' For Daylight,3:36,65
5632,2000-07-15,"Raye, Collin",Couldn't Last A Mome...,3:40,66
5633,2000-11-25,Red Hot Chili Peppers,Californication,5:21,89
5634,2000-06-10,Red Hot Chili Peppers,Otherside,4:13,16
5635,2000-02-12,"Rimes, LeAnn",Big Deal,3:03,43
5636,2001-01-06,"Rimes, LeAnn",Can't Fight The Moon...,3:33,79
5637,2000-09-23,"Rimes, LeAnn",I Need You,3:42,16
5638,2000-07-08,"Rogers, Kenny",Buy Me A Rose,3:46,84
5639,2000-10-28,Ruff Endz,No More,3:56,23
5640,2000-05-27,Sammie,I Like It,4:09,93
5641,2000-06-10,Santana,"Maria, Maria",4:18,1
5642,2000-08-05,Savage Garden,Crash And Burn,4:41,63
5643,2000-02-19,Savage Garden,I Knew I Loved You,4:07,2
5645,2000-11-11,SheDaisy,I Will.. But,3:40,81
5651,2000-03-18,Sisqo,Got To Get It,3:52,82
5652,2000-10-21,Sisqo,Incomplete,3:52,10
5653,2000-05-27,Sisqo,Thong Song,4:05,3
5654,2000-11-11,Sister Hazel,Change Your Mind,4:02,98
5655,2000-02-26,Smash Mouth,Then The Morning Com...,3:04,23
5657,2000-08-05,Son By Four,A Puro Dolor (Purest...,3:30,32
5658,2000-05-20,Sonique,It Feels So Good,3:48,14
5659,2000-11-04,SoulDecision,Faded,3:25,34
5660,2000-05-27,"Spears, Britney",From The Bottom Of M...,4:30,92
5662,2000-08-19,"Spears, Britney",Oops!.. I Did It Aga...,3:30,85
5665,2000-09-09,Sting,Desert Rose,3:52,19
5668,2000-12-23,"Strait, George",Go On,3:48,88
5669,2000-05-27,"Strait, George",The Best Day,3:24,49
5670,2000-05-13,Sugar Ray,Falls Apart,4:15,97
5675,2000-05-20,Third Eye Blind,Never Let You Go,3:57,25
5676,2001-03-24,"Thomas, Carl",Emotional,4:31,82
5677,2000-07-22,"Thomas, Carl",I Wish,3:50,44
5679,2000-12-23,"Tippin, Aaron",Kiss This,2:53,92
5680,2000-02-05,Train,Meet Virginia,3:55,24
5683,2000-12-16,"Tritt, Travis",Best Of Intentions,4:15,31
5687,2000-07-01,"Vassar, Phil",Carlene,4:07,96
5688,2001-01-27,"Vassar, Phil",Just Another Day In ...,3:54,70
5689,2000-05-20,Vertical Horizon,Everything You Want,4:01,6
5690,2000-12-23,Vertical Horizon,You're A God,3:45,41
5694,2000-08-12,"Walker, Clay",The Chain Of Love,5:03,94
5696,2000-07-29,Westlife,Swear It Again,4:07,33
5697,2000-03-18,"Williams, Robbie",Angels,3:56,89
5698,2000-05-13,"Wills, Mark",Back At One,4:00,99
5705,2000-08-26,matchbox twenty,Bent,4:12,3
5708,2000-08-12,3 Doors Down,Kryptonite,3:53,18
5709,2001-02-24,3 Doors Down,Loser,4:24,73
5711,2000-12-23,98^0,Give Me Just One Nig...,3:24,93
5713,2000-06-03,Aaliyah,I Don't Wanna,4:15,83
5714,2000-07-22,Aaliyah,Try Again,4:03,3
5715,2000-12-30,"Adams, Yolanda",Open My Heart,5:30,79
5717,2000-12-09,"Aguilera, Christina",Come On Over Baby (A...,3:38,23
5718,2000-08-19,"Aguilera, Christina",I Turn To You,4:00,29
5719,2000-04-01,"Aguilera, Christina",What A Girl Wants,3:18,18
5720,2000-08-12,Alice Deejay,Better Off Alone,6:50,79
5722,1999-11-20,Amber,Sexual,4:38,95
5724,2001-01-20,"Anthony, Marc",My Baby You,3:59,91
5725,2000-07-01,"Anthony, Marc",You Sang To Me,3:50,9
5726,2001-03-10,Avant,My First Love,4:28,81
5727,2000-09-02,Avant,Separated,4:13,40
5728,2000-09-02,BBMak,Back Here,3:35,17
5729,2001-02-17,"Backstreet Boys, The",Shape Of My Heart,3:49,62
5730,2000-05-06,"Backstreet Boys, The",Show Me The Meaning ...,3:54,23
5732,2000-12-23,"Badu, Erkyah",Bag Lady,5:03,56
5733,2000-11-25,Baha Men,Who Let The Dogs Out,3:17,78
5734,2001-01-13,Barenaked Ladies,Pinch Me,3:46,21
5740,2000-06-24,"Black, Clint",Been There,5:28,95
5741,2000-02-26,Blaque,Bring It All To Me,3:46,15
5744,2000-04-08,Blink-182,All The Small Things,2:52,18
5746,2000-12-16,Bon Jovi,It's My Life,3:44,85
5747,2000-07-22,"Braxton, Toni",He Wasn't Man Enough,4:21,12
5748,2000-12-02,"Braxton, Toni",Just Be A Man About ...,4:10,89
5751,2000-08-12,"Brock, Chad",Yes!,3:22,53
5752,2000-10-14,Brooks & Dunn,You'll Always Be Lov...,2:58,98
5758,2000-04-15,"Carey, Mariah",Thank God I Found Yo...,4:14,82
5762,2001-02-24,"Chesney, Kenny",I Lost It,3:54,89
5766,2000-12-09,Common,The Light,3:55,99
5767,2000-03-11,Counting Crows,Hanginaround,4:07,61
5768,2000-01-15,Creed,Higher,5:16,60
5769,2000-09-16,Creed,With Arms Wide Open,3:52,19
5773,2000-07-01,DMX,Party Up (Up In Here...,3:45,44
5774,2000-11-04,DMX,What You Want,4:05,99
5777,2000-10-07,Da Brat,What'Chu Like,3:57,68
5778,2000-07-29,"Davidson, Clay",Unconditional,3:56,63
5780,2001-01-27,Destiny's Child,Independent Women Pa...,3:38,1
5781,2000-09-16,Destiny's Child,Jumpin' Jumpin',3:48,3
5782,2000-04-29,Destiny's Child,Say My Name,4:31,5
5785,2000-03-18,"Dion, Celine",That's The Way It Is,4:03,7
5787,2000-04-01,"Dixie Chicks, The",Cowboy Take Me Away,4:51,59
5789,2001-02-10,"Dixie Chicks, The",Without You,3:32,51
5790,2000-05-27,Dr. Dre,Forgot About Dre,3:42,80
5791,2000-09-30,Dr. Dre,The Next Episode,2:38,52
5793,2001-02-03,Dream,He Loves U Not,3:43,7
5796,2000-04-15,Eiffel 65,Blue,3:29,76
5797,2000-04-01,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,23
5799,2000-09-09,Eminem,The Real Slim Shady,4:42,98
5803,2001-02-24,"Evans, Sara",Born To Fly,5:36,81
5806,2000-11-11,Everclear,Wonderful,4:30,36
5809,2000-04-01,Filter,Take A Picture,4:23,31
5810,2000-02-19,Foo Fighters,Learn To Fly,3:55,35
5815,2000-10-21,"Gilman, Billy",One Voice,4:07,97
5818,2000-08-26,Goo Goo Dolls,Broadway,3:54,85
5819,2000-06-24,"Gray, Macy",I Try,3:52,14
5820,2000-07-15,"Griggs, Andy",She's More,3:19,77
5824,2000-09-02,"Heatherly, Eric",Flowers On The Wall,3:16,83
5825,2000-10-28,"Henley, Don",Taking You Home,4:08,87
5827,2000-03-11,"Hill, Faith",Breathe,4:04,3
5834,2000-01-08,"Houston, Whitney",My Love Is Your Love,4:16,4
5836,2000-02-12,IMx,Stay The Night,3:37,79
5839,2000-08-05,"Iglesias, Enrique",Be With You,3:36,24
5842,2001-01-20,Ja Rule,Between Me And You,4:05,42
5843,2000-10-28,"Jackson, Alan",It Must Be Love,2:53,84
5846,2000-04-15,Jagged Edge,He Can't Love U,3:30,69
5847,2000-09-09,Jagged Edge,Let's Get Married,4:23,21
5848,2000-10-21,Janet,Doesn't Really Matte...,4:17,8
5850,2000-08-26,Jay-Z,Big Pimpin',3:55,41
5853,2001-03-03,Jay-Z,I Just Wanna Love U ...,3:50,29
5854,2001-02-10,"Jean, Wyclef",911,4:00,96
5855,2000-05-06,Joe,I Wanna Know,4:57,11
5858,2000-08-26,"Jones, Donell",Where I Wanna Be,6:22,55
5859,2000-02-26,"Jordan, Montell",Get It On.. Tonite,4:34,7
5861,2000-12-09,Kandi,Don't Think I'm Not,3:50,25
5863,2000-06-03,"Keith, Toby",How Do You Like Me N...,3:29,52
5866,2000-06-24,Kid Rock,Only God Knows Why,5:27,69
5873,2000-06-03,"Lawrence, Tracy",Lessons Learned,2:55,99
5876,2000-12-23,Lil Bow Wow,Bounce With Me,3:22,99
5885,1999-10-09,Lonestar,Amazed,4:25,43
5886,2000-04-22,Lonestar,Smile,3:33,85
5887,2000-10-14,Lonestar,What About Now,3:30,61
5888,2000-06-24,"Lopez, Jennifer",Feelin' Good,4:28,96
5891,2000-09-23,Lucy Pearl,Dance Tonight,3:45,92
5892,2001-02-03,Ludacris,What's Your Fantasy,4:16,32
5895,2000-11-11,Madison Avenue,Don't Call Me Baby,3:44,90
5897,2000-12-16,Madonna,Music,3:45,20
5901,2000-07-29,Mary Mary,Shackles (Praise You...,3:12,84
5903,2000-06-10,"McBride, Martina",Love's The Only Hous...,5:13,92
5905,2000-09-16,"McEntire, Reba",I'll Be,4:23,94
5906,2000-03-04,"McEntire, Reba",What Do You Say,3:26,68
5907,2000-04-01,"McGraw, Tim",My Best Friend,4:33,46
5908,2001-02-24,"McGraw, Tim",My Next Thirty Years,3:37,58
5912,2000-10-28,"Messina, Jo Dee",That's The Way,3:17,51
5913,2000-09-16,Metallica,I Disappear,4:26,89
5916,2001-01-13,"Montgomery, John Michael",The Little Girl,3:52,74
5919,2001-01-13,"Mumba, Samantha",Gotta Tell You,3:19,17
5920,2001-02-17,Musiq,Just Friends,4:02,58
5921,2000-12-23,Mya,Case Of The Ex (What...,3:50,3
5923,2000-12-16,Mystikal,Shake Ya Ass,4:46,42
5924,2000-06-03,N'Sync,Bye Bye Bye,3:15,18
5925,2000-09-09,N'Sync,It's Gonna Be Me,3:10,13
5926,2001-02-03,N'Sync,This I Promise You,4:23,20
5928,2000-09-02,Nelly,(Hot S**t) Country G...,4:17,11
5929,2000-09-30,Next,Wifey,4:03,21
5930,2000-09-09,Nine Days,Absolutely (Story Of...,3:09,11
5936,2001-02-17,"Paisley, Brad",We Danced,3:45,83
5937,2000-12-02,Papa Roach,Last Resort,3:19,57
5939,2000-12-16,Pink,Most Girls,4:06,11
5940,2000-07-08,Pink,There U Go,3:23,10
5943,2001-01-27,"Price, Kelly",You Should've Told M...,3:12,93
5944,2001-01-20,Profyle,Liar,3:57,94
5948,2000-09-09,Rascal Flatts,Prayin' For Daylight,3:36,72
5949,2000-07-22,"Raye, Collin",Couldn't Last A Mome...,3:40,73
5950,2000-12-02,Red Hot Chili Peppers,Californication,5:21,97
5951,2000-06-17,Red Hot Chili Peppers,Otherside,4:13,19
5952,2000-02-19,"Rimes, LeAnn",Big Deal,3:03,56
5953,2001-01-13,"Rimes, LeAnn",Can't Fight The Moon...,3:33,87
5954,2000-09-30,"Rimes, LeAnn",I Need You,3:42,19
5955,2000-07-15,"Rogers, Kenny",Buy Me A Rose,3:46,88
5956,2000-11-04,Ruff Endz,No More,3:56,21
5957,2000-06-03,Sammie,I Like It,4:09,91
5958,2000-06-17,Santana,"Maria, Maria",4:18,8
5959,2000-08-12,Savage Garden,Crash And Burn,4:41,73
5960,2000-02-26,Savage Garden,I Knew I Loved You,4:07,1
5962,2000-11-18,SheDaisy,I Will.. But,3:40,85
5968,2000-03-25,Sisqo,Got To Get It,3:52,88
5969,2000-10-28,Sisqo,Incomplete,3:52,9
5970,2000-06-03,Sisqo,Thong Song,4:05,4
5971,2000-11-18,Sister Hazel,Change Your Mind,4:02,96
5972,2000-03-04,Smash Mouth,Then The Morning Com...,3:04,24
5974,2000-08-12,Son By Four,A Puro Dolor (Purest...,3:30,37
5975,2000-05-27,Sonique,It Feels So Good,3:48,17
5976,2000-11-11,SoulDecision,Faded,3:25,31
5977,2000-06-03,"Spears, Britney",From The Bottom Of M...,4:30,86
5979,2000-08-26,"Spears, Britney",Oops!.. I Did It Aga...,3:30,90
5982,2000-09-16,Sting,Desert Rose,3:52,24
5985,2000-12-30,"Strait, George",Go On,3:48,95
5986,2000-06-03,"Strait, George",The Best Day,3:24,53
5987,2000-05-20,Sugar Ray,Falls Apart,4:15,98
5992,2000-05-27,Third Eye Blind,Never Let You Go,3:57,27
5993,2001-03-31,"Thomas, Carl",Emotional,4:31,91
5994,2000-07-29,"Thomas, Carl",I Wish,3:50,52
5996,2000-12-30,"Tippin, Aaron",Kiss This,2:53,97
5997,2000-02-12,Train,Meet Virginia,3:55,28
6000,2000-12-23,"Tritt, Travis",Best Of Intentions,4:15,37
6004,2000-07-08,"Vassar, Phil",Carlene,4:07,93
6005,2001-02-03,"Vassar, Phil",Just Another Day In ...,3:54,74
6006,2000-05-27,Vertical Horizon,Everything You Want,4:01,7
6007,2000-12-30,Vertical Horizon,You're A God,3:45,46
6011,2000-08-19,"Walker, Clay",The Chain Of Love,5:03,94
6013,2000-08-05,Westlife,Swear It Again,4:07,45
6014,2000-03-25,"Williams, Robbie",Angels,3:56,95
6022,2000-09-02,matchbox twenty,Bent,4:12,4
6025,2000-08-19,3 Doors Down,Kryptonite,3:53,14
6026,2001-03-03,3 Doors Down,Loser,4:24,70
6028,2000-12-30,98^0,Give Me Just One Nig...,3:24,94
6030,2000-06-10,Aaliyah,I Don't Wanna,4:15,86
6031,2000-07-29,Aaliyah,Try Again,4:03,4
6032,2001-01-06,"Adams, Yolanda",Open My Heart,5:30,89
6034,2000-12-16,"Aguilera, Christina",Come On Over Baby (A...,3:38,43
6035,2000-08-26,"Aguilera, Christina",I Turn To You,4:00,40
6036,2000-04-08,"Aguilera, Christina",What A Girl Wants,3:18,20
6037,2000-08-19,Alice Deejay,Better Off Alone,6:50,86
6039,1999-11-27,Amber,Sexual,4:38,88
6041,2001-01-27,"Anthony, Marc",My Baby You,3:59,90
6042,2000-07-08,"Anthony, Marc",You Sang To Me,3:50,12
6043,2001-03-17,Avant,My First Love,4:28,79
6044,2000-09-09,Avant,Separated,4:13,51
6045,2000-09-09,BBMak,Back Here,3:35,15
6046,2001-02-24,"Backstreet Boys, The",Shape Of My Heart,3:49,70
6047,2000-05-13,"Backstreet Boys, The",Show Me The Meaning ...,3:54,26
6049,2000-12-30,"Badu, Erkyah",Bag Lady,5:03,66
6050,2000-12-02,Baha Men,Who Let The Dogs Out,3:17,84
6051,2001-01-20,Barenaked Ladies,Pinch Me,3:46,34
6057,2000-07-01,"Black, Clint",Been There,5:28,100
6058,2000-03-04,Blaque,Bring It All To Me,3:46,15
6061,2000-04-15,Blink-182,All The Small Things,2:52,23
6063,2000-12-23,Bon Jovi,It's My Life,3:44,87
6064,2000-07-29,"Braxton, Toni",He Wasn't Man Enough,4:21,10
6065,2000-12-09,"Braxton, Toni",Just Be A Man About ...,4:10,90
6068,2000-08-19,"Brock, Chad",Yes!,3:22,59
6075,2000-04-22,"Carey, Mariah",Thank God I Found Yo...,4:14,89
